customer_id,age,monthly_income,avg_account_balance,transactions_per_month,credit_card_spend,loan_status,days_since_last_txn
C02836,34,72066,1463668,65,153231,No Loan,16
C02837,47,131850,1418788,25,417876,No Loan,164
C02838,61,62942,472018,16,56843,No Loan,4
C02839,60,36138,1785655,15,125179,No Loan,174
C02840,48,138558,1826984,3,165591,No Loan,43
C02841,46,195599,1832186,67,356477,Personal Loan,160
C02842,22,29190,484818,37,215649,Personal Loan,20
C02843,45,112259,1955024,55,44935,Personal Loan,67
C02844,23,98422,1263061,38,22507,No Loan,31
C02845,28,102315,277126,63,202132,No Loan,23
C02846,64,49086,424814,1,346415,Personal Loan,162
C02847,53,168394,150711,71,319367,No Loan,145
C02848,62,145604,1648074,19,158747,No Loan,66
C02849,55,120814,1647716,52,375631,No Loan,102
C02850,26,139324,905050,30,17673,No Loan,53
C02851,59,148921,1833003,55,109619,No Loan,153
C02852,43,23435,1063271,14,35470,No Loan,124
C02853,45,121505,1102158,13,303747,No Loan,116
C02854,63,73331,1346814,27,478041,Personal Loan,64
C02855,39,180014,1769571,9,424446,No Loan,178
C02856,25,180131,1337907,41,145614,No Loan,113
C02857,31,133457,909445,48,241635,Car Loan,75
C02858,32,72389,658009,12,323551,Home Loan,16
C02859,30,73014,635971,10,53821,No Loan,148
C02860,28,183898,1841222,6,297834,Car Loan,107
C02861,44,50297,1863948,34,6654,No Loan,27
C02862,48,63890,524382,52,460773,No Loan,43
C02863,61,41322,1622270,41,112259,Car Loan,169
C02864,56,55739,1013725,6,216616,Home Loan,93
C02865,57,160791,965985,2,350408,No Loan,21
C02866,41,99553,152049,15,482914,Personal Loan,37
C02867,28,28314,1050323,17,289590,Personal Loan,13
C02868,29,113831,1491631,16,357659,No Loan,110
C02869,35,95164,1504666,28,48484,No Loan,121
C02870,60,127658,1898422,72,44078,No Loan,153
C02871,38,97028,1417160,10,376968,Car Loan,167
C02872,62,56113,1996618,10,4225,No Loan,53
C02873,40,137174,240994,10,386242,Home Loan,140
C02874,26,166429,1943577,73,74745,No Loan,126
C02875,32,40365,1765177,28,241268,No Loan,18
C02876,22,59029,1258149,24,474475,Personal Loan,41
C02877,27,21737,1784069,19,176559,Personal Loan,40
C02878,36,151042,1114057,68,199748,No Loan,49
C02879,23,105474,1815948,56,11721,No Loan,130
C02880,23,98218,294884,67,395803,Personal Loan,158
C02881,47,178571,1903336,42,108878,No Loan,75
C02882,63,148692,973147,12,39437,No Loan,142
C02883,60,197229,1550309,18,150061,Personal Loan,172
C02884,58,148411,1327601,23,163798,No Loan,165
C02885,53,192106,1352716,6,201612,No Loan,98
C02886,48,20294,692537,53,341981,No Loan,49
C02887,21,44596,1700060,42,98215,Car Loan,151
C02888,28,118185,1615041,66,486855,No Loan,144
C02889,57,31434,1119702,30,387581,Personal Loan,145
C02890,52,78382,1372251,9,303312,No Loan,41
C02891,63,58098,31119,42,457885,No Loan,144
C02892,57,24655,647032,34,466256,No Loan,15
C02893,24,103029,1170470,40,364258,No Loan,84
C02894,50,66228,1212563,17,333760,Home Loan,51
C02895,26,23771,1449500,29,138480,No Loan,35
C02896,39,94099,436965,50,397369,Personal Loan,106
C02897,52,140811,1098565,76,387031,No Loan,166
C02898,29,82257,1862114,49,142127,No Loan,80
C02899,32,37558,1857139,73,281904,No Loan,152
C02900,31,78436,1886561,61,17752,Home Loan,114
C02901,36,127779,980648,46,220801,Home Loan,41
C02902,21,144891,1060129,46,397016,Home Loan,148
C02903,41,52376,1595745,17,66573,No Loan,67
C02904,50,97924,6379,66,423270,Home Loan,123
C02905,33,49332,357935,5,192888,No Loan,29
C02906,54,151001,1421384,54,289010,Personal Loan,32
C02907,24,66737,74306,16,263136,Car Loan,102
C02908,48,150912,1466518,7,285840,No Loan,52
C02909,58,109031,1297401,8,453498,No Loan,143
C02910,51,40991,931592,72,233886,Personal Loan,176
C02911,47,47472,1481106,38,360841,Personal Loan,132
C02912,25,79946,516030,54,73541,No Loan,105
C02913,45,177921,1682376,76,52838,Car Loan,76
C02914,23,21541,283494,15,291544,Personal Loan,93
C02915,53,149237,1553971,50,344421,No Loan,59
C02916,24,22765,1153175,56,380836,No Loan,110
C02917,45,63074,1659261,9,279709,Home Loan,54
C02918,40,122795,1395229,8,39585,No Loan,90
C02919,54,180355,547057,19,428049,No Loan,162
C02920,46,121387,707609,51,383703,Personal Loan,41
C02921,25,151841,630872,72,274238,Personal Loan,68
C02922,55,168878,1362085,57,162352,Personal Loan,23
C02923,48,22972,317329,68,46647,No Loan,117
C02924,49,169328,1711722,31,175450,Home Loan,141
C02925,29,123903,1809473,3,412729,Car Loan,54
C02926,58,169725,1180101,43,393370,No Loan,14
C02927,26,123579,1448412,29,357942,Personal Loan,4
C02928,39,59339,565591,10,421350,Car Loan,100
C02929,64,176829,1073165,12,261972,Personal Loan,131
C02930,31,123376,1318602,46,108050,Personal Loan,29
C02931,22,62399,185394,30,401894,No Loan,52
C02932,64,64013,658524,32,137366,No Loan,72
C02933,64,165778,422740,73,271718,Personal Loan,29
C02934,29,189303,1849753,47,35183,Personal Loan,103
C02935,41,47909,1024705,63,179819,Car Loan,104
C02936,44,177541,20861,26,328750,No Loan,107
C02937,54,152385,620995,3,149710,No Loan,83
C02938,42,158919,1369981,23,57194,No Loan,91
C02939,23,161002,1832907,75,440769,Personal Loan,70
C02940,32,23285,663197,74,26082,No Loan,67
C02941,48,143637,341279,50,147378,Personal Loan,54
C02942,50,55863,583668,36,370515,No Loan,98
C02943,46,167776,1926097,13,127899,No Loan,96
C02944,41,169777,634313,29,269951,No Loan,70
C02945,48,151627,1758767,38,481976,Home Loan,72
C02946,46,41323,225421,77,182414,Personal Loan,169
C02947,53,90968,960759,5,32143,Car Loan,76
C02948,41,73915,1298073,20,121952,Personal Loan,156
C02949,55,129543,1738456,78,320558,No Loan,162
C02950,54,161691,1476333,14,221374,No Loan,172
C02951,61,128500,988276,8,286859,Car Loan,107
C02952,38,172297,1998430,48,193126,Personal Loan,89
C02953,31,131266,49397,13,335078,No Loan,98
C02954,43,46739,868517,24,12202,Personal Loan,156
C02955,42,198780,855297,79,27987,No Loan,2
C02956,37,148041,1895964,65,166812,No Loan,118
C02957,25,73019,1474245,34,247274,No Loan,149
C02958,64,27373,1509137,51,76848,Home Loan,110
C02959,31,186353,892159,3,479106,No Loan,154
C02960,50,40187,1459698,78,184943,No Loan,21
C02961,35,87863,282132,58,257476,No Loan,115
C02962,47,117927,1212371,72,144699,No Loan,112
C02963,55,104085,563088,55,230721,No Loan,176
C02964,53,137996,163502,42,225366,No Loan,23
C02965,40,59220,1479327,21,51069,No Loan,26
C02966,36,150503,204548,10,40409,Car Loan,35
C02967,54,27642,1311229,57,258329,No Loan,106
C02968,22,99971,1927337,25,356166,No Loan,144
C02969,55,75556,1630148,56,473851,No Loan,55
C02970,60,184832,1634096,38,111689,Personal Loan,9
C02971,48,58192,49420,61,106948,Home Loan,53
C02972,59,155453,829142,47,192558,No Loan,80
C02973,26,170630,1519289,54,1611,Home Loan,107
C02974,29,50782,621323,46,388191,Home Loan,165
C02975,40,24782,1487290,68,31657,Personal Loan,80
C02976,21,170534,822715,4,18462,No Loan,126
C02977,28,80030,1250817,66,469525,No Loan,97
C02978,43,76411,994862,43,247824,Personal Loan,131
C02979,23,117469,1771393,62,89299,Home Loan,177
C02980,24,66950,1303439,4,300691,Personal Loan,60
C02981,45,153595,30968,65,369898,No Loan,148
C02982,58,160749,1116084,62,422279,No Loan,35
C02983,35,166161,765151,2,236526,Personal Loan,101
C02984,41,155653,1772156,9,344417,Personal Loan,45
C02985,55,162979,380579,57,341541,No Loan,94
C02986,34,156681,1138942,45,52788,No Loan,70
C02987,56,70539,1583602,18,173595,No Loan,43
C02988,32,195215,1056674,48,161356,Personal Loan,63
C02989,37,42936,1149000,42,87964,Personal Loan,145
C02990,59,70182,733993,41,457212,Home Loan,12
C02991,29,131259,1656536,75,328391,Personal Loan,12
C02992,55,115042,1353964,58,275850,No Loan,24
C02993,33,33163,1717189,42,486830,Personal Loan,4
C02994,35,197129,1894341,35,10924,Car Loan,127
C02995,38,163609,1178925,38,15921,Car Loan,38
C02996,53,42419,580257,67,418648,Home Loan,156
C02997,26,193650,620032,41,381104,No Loan,107
C02998,47,141211,206495,50,17813,Home Loan,173
C02999,43,142762,122286,72,104748,Home Loan,160
C03000,47,20834,966915,79,371132,Personal Loan,137
C03001,54,52214,1128604,45,196322,No Loan,24
C03002,58,22413,1875429,71,388222,Car Loan,73
C03003,34,29505,923958,19,462172,No Loan,38
C03004,56,122802,940026,17,133140,No Loan,15
C03005,28,153177,43575,65,39927,No Loan,155
C03006,55,148303,1581056,77,463558,Personal Loan,171
C03007,39,134897,1688980,56,367292,No Loan,31
C03008,50,78408,1502060,41,30539,No Loan,62
C03009,34,188751,919306,42,273827,Personal Loan,92
C03010,40,136908,610599,6,123031,Home Loan,44
C03011,45,99731,932906,69,347295,Personal Loan,52
C03012,60,85131,1001114,75,166746,No Loan,49
C03013,44,84280,610069,73,52703,Personal Loan,154
C03014,34,35762,1614391,40,320954,No Loan,25
C03015,46,137798,581469,41,348255,No Loan,130
C03016,58,136854,620760,9,216415,No Loan,89
C03017,43,78703,949506,8,348121,Home Loan,38
C03018,42,83079,1659083,44,218186,No Loan,162
C03019,39,41577,934964,58,142189,No Loan,52
C03020,23,21214,124783,67,265809,No Loan,173
C03021,62,106339,166554,13,306534,No Loan,21
C03022,39,68114,938951,19,337028,Car Loan,133
C03023,29,83230,184300,49,63887,Car Loan,51
C03024,48,184052,1661129,78,179338,No Loan,74
C03025,40,87194,1103702,30,317685,No Loan,72
C03026,27,132333,1860553,66,458018,No Loan,28
C03027,34,57792,1108690,77,356463,Home Loan,170
C03028,29,65807,1409460,59,7882,No Loan,121
C03029,39,145266,211422,53,70825,No Loan,161
C03030,34,173373,718161,52,276054,No Loan,158
C03031,58,156213,805322,31,302710,No Loan,85
C03032,56,124292,126284,15,194145,No Loan,45
C03033,60,142984,1368202,20,359663,No Loan,3
C03034,37,33777,1248045,5,167248,No Loan,1
C03035,50,58346,1972820,7,83081,No Loan,132
C03036,29,74703,1195866,18,161361,Car Loan,45
C03037,53,114977,1387311,56,443627,No Loan,78
C03038,45,67819,617529,75,462842,No Loan,146
C03039,34,179541,826154,45,109337,Car Loan,165
C03040,31,154917,840863,28,15362,Home Loan,58
C03041,55,130186,1236191,50,480826,No Loan,71
C03042,61,43290,309144,2,489587,Personal Loan,19
C03043,34,132551,1911983,68,275927,No Loan,52
C03044,50,181771,1608785,77,175234,Personal Loan,106
C03045,61,195324,890697,24,428965,Car Loan,54
C03046,24,118682,1404467,48,237441,No Loan,166
C03047,24,154365,166686,45,396770,No Loan,120
C03048,48,138017,1770125,58,451784,No Loan,163
C03049,28,139496,546889,36,280917,Personal Loan,14
C03050,22,77089,1671196,2,466910,Personal Loan,0
C03051,61,167680,1438974,18,459766,Personal Loan,94
C03052,42,148713,731903,49,177367,No Loan,136
C03053,61,36619,1991594,8,161403,No Loan,150
C03054,36,98006,1514404,58,307784,Personal Loan,179
C03055,49,34779,386148,15,458093,No Loan,153
C03056,50,41630,1813436,17,309113,No Loan,17
C03057,32,125575,938796,23,305130,No Loan,104
C03058,55,135436,954014,66,102017,Personal Loan,64
C03059,31,163250,295144,70,378324,Personal Loan,76
C03060,41,171007,1184015,27,7585,Home Loan,115
C03061,41,198330,1293267,37,4122,No Loan,68
C03062,25,42784,1172853,49,16838,Car Loan,141
C03063,40,174099,297527,64,148373,Personal Loan,173
C03064,57,132167,1196433,34,285251,No Loan,74
C03065,23,87359,1618774,18,188429,No Loan,159
C03066,64,98608,1747964,64,219233,No Loan,50
C03067,53,35111,1733791,74,364822,Car Loan,14
C03068,29,183384,815713,44,186283,No Loan,68
C03069,29,44161,1429558,17,66025,No Loan,14
C03070,24,138920,534129,59,66520,No Loan,29
C03071,55,124823,1150780,13,17344,Home Loan,77
C03072,37,145014,1113731,52,319346,No Loan,151
C03073,54,150466,1997998,60,362230,No Loan,34
C03074,44,87313,323457,42,277103,No Loan,68
C03075,52,175086,1571529,64,431967,No Loan,139
C03076,21,100308,1837453,66,395085,No Loan,45
C03077,28,66389,790428,34,306408,No Loan,125
C03078,43,169233,1951696,71,292412,Home Loan,163
C03079,60,127800,523985,64,84564,Home Loan,84
C03080,32,158562,1202091,33,432822,Home Loan,47
C03081,32,139547,1479042,12,144622,No Loan,66
C03082,35,44502,1186570,76,250105,Home Loan,88
C03083,61,55757,823408,19,136774,No Loan,163
C03084,39,61111,672351,9,78563,No Loan,51
C03085,46,118273,1157981,74,372308,Car Loan,21
C03086,49,78645,1631608,17,454961,Home Loan,165
C03087,42,130218,1993813,50,229351,Personal Loan,98
C03088,60,79055,531761,39,286603,Home Loan,130
C03089,41,139815,668468,41,318926,Car Loan,87
C03090,58,160070,1606579,10,481038,Personal Loan,135
C03091,40,179978,249826,12,137104,Personal Loan,117
C03092,49,121026,1307432,79,1825,Home Loan,38
C03093,24,90192,768707,15,126187,No Loan,17
C03094,27,187973,524637,28,470306,No Loan,104
C03095,48,72021,1830372,4,248870,Home Loan,130
C03096,48,49092,430426,36,441317,No Loan,145
C03097,24,152314,1037018,65,322253,No Loan,79
C03098,42,126843,1877325,47,12470,No Loan,116
C03099,32,152903,1381236,39,265914,No Loan,0
C03100,23,70721,693722,38,158340,Car Loan,116
C03101,42,48511,1108180,44,393245,Personal Loan,127
C03102,64,92782,513410,51,161155,No Loan,25
C03103,22,117003,1058465,26,271102,Car Loan,179
C03104,44,169374,1798493,36,375950,Car Loan,11
C03105,54,75568,865180,69,270950,No Loan,37
C03106,47,154304,823403,1,294306,Car Loan,84
C03107,61,122062,1628415,53,336876,No Loan,168
C03108,21,124301,663561,6,165961,No Loan,52
C03109,28,71507,1290806,37,27702,No Loan,12
C03110,43,144277,241139,2,428993,Personal Loan,127
C03111,58,149999,1686821,69,446187,No Loan,75
C03112,26,120128,1143458,41,269883,Personal Loan,12
C03113,42,30683,305102,51,286743,Personal Loan,145
C03114,45,43664,1788187,47,298971,No Loan,146
C03115,38,122364,1321401,13,76821,No Loan,146
C03116,37,184244,106982,76,96683,No Loan,47
C03117,32,84340,51870,69,488479,No Loan,70
C03118,26,107236,1968404,66,68446,Personal Loan,155
C03119,46,31017,218328,59,211282,Personal Loan,91
C03120,47,56613,1907211,68,346034,Personal Loan,146
C03121,28,50348,164224,59,489428,No Loan,85
C03122,39,167520,1627925,10,484866,Personal Loan,82
C03123,62,29491,193691,13,285183,Home Loan,47
C03124,21,141070,587523,2,388165,Car Loan,28
C03125,49,78759,996244,15,250527,Home Loan,175
C03126,55,195625,1877898,46,438145,Personal Loan,18
C03127,60,152040,1667937,57,359511,No Loan,98
C03128,34,20368,1901409,10,43884,Personal Loan,46
C03129,55,55010,1589081,22,156218,Car Loan,88
C03130,40,55851,315495,79,45819,No Loan,59
C03131,33,142761,825173,77,83162,No Loan,175
C03132,58,176568,418870,8,213704,No Loan,147
C03133,28,147152,1245962,21,424524,Personal Loan,146
C03134,63,182008,1317128,22,406270,No Loan,41
C03135,40,98858,526817,45,79606,No Loan,76
C03136,53,87005,1620767,40,369933,Home Loan,75
C03137,46,57493,1793144,22,52018,Personal Loan,176
C03138,59,187462,112042,30,26250,No Loan,142
C03139,41,30292,773013,62,145485,No Loan,67
C03140,62,112377,661578,73,339535,No Loan,78
C03141,63,179437,1235220,45,301065,No Loan,154
C03142,61,168279,981302,35,333267,No Loan,74
C03143,29,121735,1548473,42,255311,No Loan,86
C03144,44,42912,389333,5,74363,Home Loan,14
C03145,57,100771,638556,27,156857,Personal Loan,179
C03146,61,127293,1607969,70,187937,No Loan,158
C03147,37,119083,1123210,62,97400,No Loan,89
C03148,44,133655,1433146,32,96847,Home Loan,6
C03149,41,170348,143691,8,269005,No Loan,12
C03150,59,117459,1458731,18,76340,No Loan,12
C03151,61,156606,1071802,78,407195,Personal Loan,147
C03152,59,186742,1078898,15,197905,Personal Loan,9
C03153,33,131695,1957512,26,113049,No Loan,123
C03154,31,187558,1898223,53,357,Personal Loan,179
C03155,39,54268,939382,44,259718,Personal Loan,164
C03156,31,127338,1977640,32,376748,Car Loan,179
C03157,33,46336,696572,28,309345,No Loan,125
C03158,21,23641,99835,39,185326,Home Loan,26
C03159,60,107132,1308603,32,344304,No Loan,161
C03160,64,52959,78079,77,272940,Personal Loan,99
C03161,39,164378,1077522,79,23238,Personal Loan,15
C03162,32,197254,1740676,18,356320,No Loan,58
C03163,28,94123,902165,70,444194,Home Loan,20
C03164,28,41498,1060829,11,40883,No Loan,15
C03165,32,90198,84311,32,490609,No Loan,12
C03166,53,47197,824245,20,85478,No Loan,32
C03167,46,171791,986835,40,69396,Personal Loan,68
C03168,59,128775,950136,8,241819,No Loan,154
C03169,48,45032,1364085,35,266591,Home Loan,51
C03170,25,79624,1645457,69,282667,Home Loan,64
C03171,28,98177,959940,78,457295,Home Loan,43
C03172,45,61964,1203061,21,195895,No Loan,157
C03173,47,181100,231833,24,442505,Personal Loan,150
C03174,43,131030,567773,17,249494,No Loan,78
C03175,50,74646,1252880,18,493487,Home Loan,15
C03176,43,101187,902936,12,498099,Personal Loan,17
C03177,40,159608,1856109,16,135921,No Loan,16
C03178,38,137399,1586695,4,155790,Personal Loan,51
C03179,38,76747,1531375,34,367615,No Loan,172
C03180,22,65712,1367617,46,350006,No Loan,55
C03181,24,157345,1058580,75,466218,No Loan,92
C03182,50,91820,1361644,77,323121,Car Loan,8
C03183,53,145342,1468301,31,350469,Home Loan,144
C03184,56,111228,1042140,25,158207,Personal Loan,26
C03185,38,94353,42170,74,161334,Car Loan,36
C03186,57,112091,1621419,24,390566,No Loan,21
C03187,39,105914,1461454,65,221043,Car Loan,71
C03188,48,126718,1171691,25,34787,No Loan,165
C03189,60,168199,895648,28,235550,Personal Loan,98
C03190,40,31539,857362,36,277833,Personal Loan,71
C03191,53,197833,183475,6,170932,No Loan,171
C03192,32,66219,303509,66,379681,No Loan,122
C03193,35,165764,1377908,67,312488,No Loan,90
C03194,61,33334,1784996,72,330035,Car Loan,35
C03195,59,179687,365777,48,182730,No Loan,97
C03196,22,27903,949177,70,97464,No Loan,152
C03197,49,179599,1117047,78,328013,Home Loan,41
C03198,61,166701,415372,67,428546,No Loan,110
C03199,30,78008,1635151,48,80312,No Loan,12
C03200,22,119318,399861,65,191136,Personal Loan,78
C03201,31,177780,1374796,44,27014,No Loan,117
C03202,33,161932,1541377,63,34563,Home Loan,178
C03203,30,168510,1694339,46,408486,No Loan,177
C03204,34,87300,997855,19,424495,No Loan,51
C03205,38,149263,55151,64,360701,Personal Loan,160
C03206,29,40842,1645248,73,396873,No Loan,94
C03207,59,62372,367009,71,89422,Car Loan,152
C03208,48,134316,562829,50,370063,Home Loan,111
C03209,23,118971,77847,63,461989,No Loan,57
C03210,40,58744,747459,41,494851,No Loan,167
C03211,26,136082,216811,7,394243,No Loan,86
C03212,47,77442,842387,9,145271,No Loan,165
C03213,22,149070,931794,4,116854,No Loan,2
C03214,49,105990,498570,49,438170,Home Loan,115
C03215,58,141670,981446,76,246229,No Loan,15
C03216,23,126917,1791603,6,79317,No Loan,129
C03217,36,23650,428359,21,277264,No Loan,22
C03218,50,65117,947013,15,187884,No Loan,97
C03219,60,111244,1403500,67,89825,Personal Loan,157
C03220,22,23190,697101,66,268127,No Loan,9
C03221,37,68113,1473690,56,259571,No Loan,64
C03222,61,159861,522649,68,328773,No Loan,21
C03223,32,52125,104919,32,70325,Car Loan,51
C03224,55,150000,1428574,66,133984,No Loan,110
C03225,63,168531,1270322,29,310023,Home Loan,160
C03226,21,186490,1247596,66,152945,No Loan,79
C03227,35,131904,1639632,34,14332,Home Loan,157
C03228,46,198157,1096838,27,147636,Personal Loan,151
C03229,57,38768,1452298,60,77795,No Loan,132
C03230,41,101099,549893,39,107716,Home Loan,52
C03231,51,178957,607878,44,413742,Personal Loan,22
C03232,45,107421,295375,36,196553,No Loan,105
C03233,43,26895,1657261,19,445991,No Loan,90
C03234,44,91017,1130699,45,348793,Personal Loan,118
C03235,58,43932,1853523,21,409222,Personal Loan,137
C03236,48,41360,1402931,23,21643,Personal Loan,119
C03237,41,74847,436838,27,483165,Personal Loan,160
C03238,63,110365,1856608,72,63128,Personal Loan,92
C03239,38,105468,1212540,19,42523,Home Loan,61
C03240,56,58931,1005783,41,488874,Personal Loan,81
C03241,55,75823,860742,26,332364,No Loan,154
C03242,29,58032,1992881,28,466606,Car Loan,6
C03243,58,38807,173767,64,52784,No Loan,99
C03244,50,162839,1999933,68,350037,No Loan,154
C03245,64,159143,1713365,51,321845,Personal Loan,73
C03246,54,73413,664966,74,497937,No Loan,137
C03247,52,177221,1451270,48,411162,No Loan,56
C03248,23,35540,1692244,10,144199,No Loan,29
C03249,23,90248,1530608,73,378245,Personal Loan,2
C03250,48,130494,700494,39,109002,Car Loan,156
C03251,64,105435,468179,19,160476,Personal Loan,13
C03252,35,39787,1951788,64,219496,No Loan,76
C03253,61,40982,161547,19,17401,No Loan,82
C03254,43,42606,857609,76,408644,No Loan,152
C03255,60,161222,682090,62,364102,No Loan,137
C03256,31,132223,1205761,13,244373,No Loan,78
C03257,52,66936,1728947,25,252602,No Loan,176
C03258,56,113286,60746,42,112046,No Loan,37
C03259,53,159665,1963083,39,326516,No Loan,141
C03260,44,168430,1751789,30,274115,Personal Loan,157
C03261,59,57381,1925203,5,350162,Home Loan,39
C03262,54,141465,1876826,18,254572,Car Loan,139
C03263,48,48074,173393,21,386912,Personal Loan,141
C03264,57,171667,288453,50,478720,No Loan,128
C03265,27,64194,1989768,6,16565,Personal Loan,67
C03266,24,46853,295320,50,6829,No Loan,48
C03267,57,93719,598167,66,256680,Personal Loan,17
C03268,21,171733,1645456,1,76023,Home Loan,163
C03269,21,138724,1400448,57,428651,Personal Loan,63
C03270,40,187567,1273660,30,491377,Car Loan,95
C03271,39,33703,1980496,58,81823,Personal Loan,27
C03272,49,181887,1775358,52,38941,Personal Loan,159
C03273,30,180637,800016,37,251181,No Loan,24
C03274,38,137491,653843,48,173531,Car Loan,174
C03275,48,78453,1409022,1,441192,No Loan,147
C03276,55,108478,913840,19,373683,Car Loan,160
C03277,63,53161,1596694,46,472415,No Loan,29
C03278,51,134296,1270473,67,9176,No Loan,164
C03279,47,160788,1830098,2,257505,Home Loan,101
C03280,31,53349,868498,56,313660,No Loan,116
C03281,58,67098,795023,17,146144,Home Loan,105
C03282,25,128435,1147454,79,464268,No Loan,73
C03283,28,151204,1178983,22,359512,Home Loan,68
C03284,54,71990,646157,27,412905,Personal Loan,7
C03285,32,88921,262716,55,149671,Personal Loan,122
C03286,58,187610,812827,32,125670,No Loan,96
C03287,21,120572,1070314,60,82045,No Loan,100
C03288,51,27213,1187279,28,166460,Home Loan,0
C03289,24,144693,1726841,28,381047,No Loan,94
C03290,25,195295,1596920,74,50603,No Loan,6
C03291,50,111655,1818610,25,336880,Personal Loan,61
C03292,44,88371,1563817,78,287933,No Loan,110
C03293,23,88274,1437376,26,208504,No Loan,86
C03294,31,127853,644604,75,480683,No Loan,86
C03295,24,24134,695807,71,350767,No Loan,122
C03296,46,111428,1632282,17,482505,Home Loan,7
C03297,47,59601,828622,7,314426,No Loan,63
C03298,63,93889,31014,56,295608,Car Loan,135
C03299,47,35690,1051737,64,198878,No Loan,130
C03300,62,21909,1781935,20,484843,No Loan,126
C03301,26,111239,1816853,38,304138,Personal Loan,126
C03302,35,100032,186350,75,212668,No Loan,159
C03303,50,32062,916995,58,239103,Personal Loan,115
C03304,62,95386,793212,16,369453,Home Loan,48
C03305,57,185803,489859,51,123189,No Loan,165
C03306,57,156225,719618,27,91123,Home Loan,129
C03307,62,161553,495339,51,244460,No Loan,126
C03308,57,119270,47192,75,488481,No Loan,136
C03309,55,86425,981804,16,287738,No Loan,45
C03310,43,104981,896307,60,183635,Car Loan,64
C03311,26,124470,1013008,76,380550,No Loan,176
C03312,24,179277,1414849,40,211424,Home Loan,156
C03313,38,108887,48923,67,105021,No Loan,89
C03314,29,101542,1667060,2,217912,No Loan,28
C03315,49,195221,1580259,48,290530,No Loan,32
C03316,33,69112,1418169,52,247804,Home Loan,27
C03317,37,162012,1437467,24,66652,Personal Loan,94
C03318,52,79010,757744,78,356979,No Loan,82
C03319,42,44485,1462571,2,360267,Home Loan,111
C03320,24,109299,600316,65,279684,No Loan,153
C03321,25,125584,952226,20,375627,Car Loan,113
C03322,57,152139,1453903,34,295900,Home Loan,28
C03323,61,40607,771751,41,436642,Personal Loan,138
C03324,33,81597,670344,41,136659,Home Loan,101
C03325,54,94554,884608,75,476964,No Loan,161
C03326,42,199593,1781264,23,212411,Personal Loan,103
C03327,43,35187,1308891,38,89792,Personal Loan,47
C03328,23,23985,1342644,44,311183,No Loan,154
C03329,62,194124,450919,67,403485,Personal Loan,123
C03330,54,170635,1348297,62,6088,No Loan,167
C03331,52,198394,143783,12,362793,No Loan,158
C03332,41,71514,1663412,30,42044,No Loan,166
C03333,64,38608,1310864,65,420297,No Loan,110
C03334,41,91327,1546661,41,192460,No Loan,23
C03335,64,37221,500187,20,141615,Home Loan,22
C03336,31,68506,1702957,6,3005,No Loan,154
C03337,59,40968,1289411,75,299347,Personal Loan,15
C03338,24,147677,1975176,4,278364,No Loan,172
C03339,21,179009,1906563,10,108991,No Loan,26
C03340,48,192903,1405568,51,32696,No Loan,132
C03341,44,194005,1259660,38,210755,No Loan,34
C03342,55,198379,799686,1,46381,Personal Loan,173
C03343,33,199412,392554,8,441200,Personal Loan,55
C03344,54,122951,758315,63,236004,No Loan,126
C03345,31,128306,475336,33,131148,No Loan,151
C03346,56,63601,928469,15,366200,Home Loan,137
C03347,37,92178,1261648,31,150018,No Loan,37
C03348,55,179826,1301605,21,476708,No Loan,175
C03349,38,194382,1262623,3,285615,Personal Loan,8
C03350,60,89893,370169,66,375442,No Loan,177
C03351,42,106799,135509,35,454747,Car Loan,68
C03352,44,68367,767072,41,431954,Personal Loan,175
C03353,39,33201,1348683,59,171792,No Loan,166
C03354,57,153811,532561,16,356817,No Loan,4
C03355,59,33231,544618,56,286584,Personal Loan,83
C03356,41,193567,157566,45,274006,No Loan,138
C03357,28,172240,605710,59,101415,Car Loan,59
C03358,48,183696,913521,50,68273,Personal Loan,154
C03359,25,161707,8212,12,369992,No Loan,134
C03360,37,29964,237131,12,21788,Personal Loan,177
C03361,57,178857,481657,33,156594,No Loan,66
C03362,56,32336,1665458,49,70185,No Loan,68
C03363,39,97475,1185728,21,200476,Personal Loan,76
C03364,47,178484,1348395,60,183361,Personal Loan,143
C03365,54,102212,1075583,52,392827,Personal Loan,117
C03366,31,95379,643093,54,138896,No Loan,11
C03367,32,65591,1398361,39,382968,Personal Loan,26
C03368,41,81750,1673679,49,7799,No Loan,160
C03369,31,110648,838247,64,260204,Personal Loan,84
C03370,59,116134,1923490,26,85406,Personal Loan,107
C03371,48,186526,1840647,71,307291,Personal Loan,54
C03372,25,118537,330737,7,476138,Home Loan,51
C03373,37,82672,1565740,72,258415,Home Loan,36
C03374,40,47228,83038,62,123699,Car Loan,112
C03375,61,34429,1025998,24,270758,Car Loan,119
C03376,32,104294,1409619,40,25147,Home Loan,14
C03377,26,135577,795168,76,338781,Car Loan,83
C03378,37,108074,1831370,47,368354,Home Loan,82
C03379,39,88936,1070049,8,496879,Personal Loan,64
C03380,46,77378,658059,54,20914,No Loan,2
C03381,64,57310,1179377,9,325843,No Loan,104
C03382,64,121827,899030,3,271759,Home Loan,132
C03383,52,186328,615911,54,50785,No Loan,136
C03384,26,119862,1561828,21,350733,Home Loan,128
C03385,56,58889,1278673,48,231129,No Loan,29
C03386,58,71428,303964,47,451027,No Loan,70
C03387,31,130502,1269509,68,341161,Personal Loan,147
